avocado_id,temperature,humidity,pressure,gas_resistance,co2,day,ripeness_label,time_hours,box_type
34,29.3,83.6,1008.9,164.0,4243,11,6,282,1
34,30.4,83.7,1005.0,117.5,4440,11,6,282,1
34,30.9,82.3,1007.3,320.7,3591,11,6,282,1
34,31.2,81.5,1005.3,212.1,3812,11,6,282,1
34,30.1,85.6,1006.1,293.3,4240,11,6,282,1
49,28.8,85.8,1009.5,185.0,4289,11,6,282,1
49,27.5,81.0,1005.6,182.1,4872,11,6,282,1
49,31.2,82.0,1007.2,308.9,4659,11,6,282,1
49,29.9,86.1,1008.7,306.8,5052,11,6,282,1
35,29.5,88.3,1009.0,187.4,4351,12,6,288,1
35,28.6,86.7,1008.7,206.9,5094,12,6,288,1
35,30.5,84.2,1009.8,321.3,5094,12,6,288,1
35,28.3,83.8,1009.8,226.7,3965,12,6,288,1
35,29.8,88.3,1006.2,205.9,4377,12,6,288,1
50,29.0,84.1,1009.8,211.7,4092,12,6,288,1
50,29.2,88.3,1009.8,208.9,3917,12,6,288,1
50,29.9,82.8,1007.2,137.0,4158,12,6,288,1
50,27.9,83.6,1009.8,246.3,4604,12,6,288,1
